 112           12            0 
 113           2             17 
 113           5             10 
 113           11            1 
 113           12            0 
 114           4             10 
 114           5             10 
 114           8             16 
 114           11            1 
 114           12            0 
 115           11            1 
 115           12            0 
 116           8             16 
 116           11            1 
 116           12            0 
 117           11            1 
 117           12            0 
 118           8             16 
 118           11           3r
 118           12           2r
 122           9            3l
 122           10           3l
 122           11           3l
 122           12           3l
 123           9            3l
 123           10            16 
 123           12           3l
 124           9            3l
 124           12           3l
 125           8             15 
 125           9            3l
 125           10            16 
 125           12           3l
 126           7             15 
 126           8             14 
 126           9            3l
 126           12           3l
 127           2             16 
 127           6             15 
 127           7             14 
 127           8             14 
 127           9            3l
 127           10            16 
 127           11            11 
 127           12           3l
 128           1             16 
 128           2             16 
 128           3             16 
 128           5             15 
 128           6             14 
 128           7             14 
 128           8             14 
 128           9            3l
 128           12           3l
 129           2             16 
 129           6             15 
 129           7             14 
 129           8             14 
 129           9            3l
 129           10            16 
 129           12           3l
 130           7             15 
 130           8             14 
 130           9            3l
 130           12           3l
 131           8             15 
 131           9            3l
 131           10            16 
 131           12           3l
 132           9            3l
 132           12           3l
 133           4             16 
 133           5             10 
 133           9            3l
 133           10            16 
 133           12           3l
 134           4             16 
 134           5             10 
 134           12           3l
 135           4             16 
 135           5             10 
 135           10            16 
 135           12           3l
 136           4             16 
 136           5             10 
 136           12           3l
 137           4             16 
 137           5             10 
 137           9            3l
 137           10            17 
 137           11            17 
 137           12           3l
 138           4             16 
 138           5             10 
 138           9            3l
 138           10            17 
 138           11            17 
 138           12           3l
 139           4             16 
 139           5             10 
 139           9            3l
 139           10            17 
 139           11            17 
 139           12           3l
 140           4             10 
 140           5             10 
 140           9            3l
 140           10           3l
 140           11           3l
 140           12           3l
 143           4            3l
 143           5            2l
 143           6            2l
 143           7            2l
 143           8            2l
 143           9            2l
 143           10           2l
 143           11           2l
 143           12           2l
 144           4             1 
 144           5             0 
 144           6             0 
 144           7             0 
 144           8             0 
 144           9             0 
 144           10            0 
 144           11            0 
 144           12            0 
 145           4             1 
 145           5             0 
 145           6             0 
 145           7             0 
 145           8             0 
 145           9             0 
 145           10            0 
 145           11            0 
 145           12            0 
 146           4             1 
 146           5             0 
 146           6             0 
 146           7             0 
 146           8             0 
 146           9             0 
 146           10            0 
 146           11            0 
 146           12            0 
 147           4             1 
 147           5             0 
 147           6             0 
 147           7             0 
 147           8             0 
 147           9             0 
 147           10            0 
 147           11            0 
 147           12            0 
 148           4             1 
 148           5             0 
 148           6             0 
 148           7             0 
 148           8             0 
 148           9             0 
 148           10            0 
 148           11            0 
 148           12            0 
 149           4             1 
 149           5             0 
 149           6             0 
 149           7             0 
 149           8             0 
 149           9             0 
 149           10            0 
 149           11            0 
 149           12            0 
 150           4            3r
 150           5            2r
 150           6            2r
 150           7            2r
 150           8            2r
 150           9            2r
 150           10           2r
 150           11           2r
 150           12           2r
 151           6             10 
 151           8             16 
 151           12            10 
 152           6             10 
 152           7             16 
 152           8             16 
 152           12            10 
 153           3             24 
 153           6             10 
 153           12            10 
 154           4             23 
 154           5             23 
 154           6             10 
 154           9             10 
 154           11            12 
 154           12            10 
 155           6             10 
 155           9             10 
 155           12            10 
 156           6             10 
 156           9             10 
 156           12            10 
 157           9             10 
 157           12            10 
 158           9             10 
 158           10            16 
 158           11            16 
 158           12            10 
 159           0             10 
 159           1             10 
 159           2             10 
 159           3             10 
 159           4             10 
 159           5             10 
 159           6             10 
 159           7             10 
 159           8             10 
 159           9             10 
 159           10            10 
 159           11            10 
 159           12            10 
