 133           11            15 
 134           4             10 
 135           4             10 
 136           4             10 
 136           6             8 
 136           11           3l
 136           12           2l
 137           4             10 
 137           8             7 
 137           9             7 
 137           10            7 
 137           11            1 
 137           12            0 
 138           4             10 
 138           10            4 
 138           11            1 
 138           12            0 
 139           4             10 
 139           9            3l
 139           10           2l
 139           11            1 
 139           12            0 
 140           8             4 
 140           9             1 
 140           10            0 
 140           11            1 
 140           12            0 
 141           9             1 
 141           10            0 
 141           11            1 
 141           12            0 
 142           2             8 
 142           7            3l
 142           8            2l
 142           9             1 
 142           10            0 
 142           11            1 
 142           12            0 
 143           4             7 
 143           5             7 
 143           6             7 
 143           7             1 
 143           8             0 
 143           9             1 
 143           10            0 
 143           11            1 
 143           12            0 
 144           7             1 
 144           8             0 
 144           9             1 
 144           10            0 
 144           11            1 
 144           12            0 
 145           7            3r
 145           8            2r
 145           9            3r
 145           10           2r
 145           11            1 
 145           12            0 
 146           9             15 
 146           10            15 
 146           11            1 
 146           12            0 
 147           4             15 
 147           10            4 
 147           11            1 
 147           12            0 
 148           3             15 
 148           4             15 
 148           11            1 
 148           12            0 
 149           1             16 
 149           4             14 
 149           5             8 
 149           11            1 
 149           12            0 
 150           1             16 
 150           4             14 
 150           7             7 
 150           8             7 
 150           9             7 
 150           10            7 
 150           11            1 
 150           12            0 
 151           1             16 
 151           4             14 
 151           11            1 
 151           12            0 
 152           1             16 
 152           3             12 
 152           4             14 
 152           11            1 
 152           12            0 
 153           1             16 
 153           4             14 
 153           7             17 
 153           8             17 
 153           10            4 
 153           11            1 
 153           12            0 
 154           1             16 
 154           3             12 
 154           4             14 
 154           7             17 
 154           8             17 
 154           11            1 
 154           12            0 
 155           1             16 
 155           4             14 
 155           7             17 
 155           8             17 
 155           10            11 
 155           11            1 
 155           12            0 
 156           4             14 
 156           7             17 
 156           8             17 
 156           10            4 
 156           11            1 
 156           12            0 
 157           3             15 
 157           4             15 
 157           11            1 
 157           12            0 
 158           11            1 
 158           12            0 
 159           11           3r
 159           12           2r
